Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Domestic_Gross,USD_Worldwide_Gross
3778,09/23/2005,Roll Bounce,"$10,000,000","$17,380,866","$17,433,072"
3779,11/08/2019,The Good Liar,"$10,000,000","$17,156,058","$33,216,217"
3780,12/11/1998,Rushmore,"$10,000,000","$17,105,219","$19,080,435"
3781,01/19/1990,Tremors,"$10,000,000","$16,667,084","$16,667,084"
3782,06/17/2005,The Perfect Man,"$10,000,000","$16,535,005","$19,535,005"
3783,08/03/1990,Mo' Better Blues,"$10,000,000","$16,153,000","$16,153,000"
3784,01/25/2002,Kung Pow: Enter the Fist,"$10,000,000","$16,033,556","$17,033,556"
3785,10/07/2016,The Birth of a Nation,"$10,000,000","$15,861,566","$16,891,011"
3786,05/30/2003,Wrong Turn,"$10,000,000","$15,417,771","$28,649,556"
3787,05/16/1980,The Long Riders,"$10,000,000","$15,198,912","$15,198,912"
3788,03/12/1999,The Corruptor,"$10,000,000","$15,164,492","$15,164,492"
3789,08/14/2009,"The Goods: Live Hard, Sell Hard","$10,000,000","$15,122,676","$15,297,318"
3790,11/23/2011,My Week with Marilyn,"$10,000,000","$14,597,405","$34,240,572"
3791,12/25/2014,Big Eyes,"$10,000,000","$14,482,031","$27,317,872"
3792,08/05/2005,Broken Flowers,"$10,000,000","$13,744,960","$40,744,960"
3793,06/28/2002,Hey Arnold! The Movie,"$10,000,000","$13,684,949","$13,684,949"
3794,05/10/2019,Poms,"$10,000,000","$13,631,124","$16,463,241"
3795,02/20/2020,Brahms: The Boy II,"$10,000,000","$12,611,536","$18,976,477"
3796,12/30/2005,The Matador,"$10,000,000","$12,589,255","$17,300,838"
3797,03/14/1997,Love Jones,"$10,000,000","$12,554,569","$12,554,569"
3798,12/19/2000,The Gift,"$10,000,000","$12,008,642","$44,567,606"
3799,01/20/2006,End of the Spear,"$10,000,000","$11,748,661","$11,924,041"
3800,03/09/2001,Get Over It,"$10,000,000","$11,560,259","$19,860,259"
3801,10/20/2000,The Legend of Drunken Master,"$10,000,000","$11,546,543","$11,546,543"
3802,02/19/1999,Office Space,"$10,000,000","$10,827,813","$12,179,708"
3803,06/23/2017,The Beguiled,"$10,000,000","$10,576,669","$28,039,038"
3804,07/23/1999,Drop Dead Gorgeous,"$10,000,000","$10,571,408","$10,571,408"
3805,04/05/2019,The Best of Enemies,"$10,000,000","$10,205,616","$10,268,749"
3806,04/03/1998,The Spanish Prisoner,"$10,000,000","$10,162,034","$13,835,130"
3807,02/13/2020,Emma.,"$10,000,000","$10,055,355","$26,443,298"
3808,06/11/1999,Le Violon rouge,"$10,000,000","$10,019,109","$10,019,109"
3809,11/25/1998,Very Bad Things,"$10,000,000","$9,949,470","$21,094,974"
3810,07/09/2004,Sleepover,"$10,000,000","$9,408,183","$9,424,052"
3811,02/08/2012,Movie 43,"$10,000,000","$8,840,453","$31,164,747"
3812,10/19/2018,Can You Ever Forgive Me?,"$10,000,000","$8,803,865","$12,517,379"
3813,10/26/1984,Body Double,"$10,000,000","$8,801,940","$8,801,940"
3814,05/21/2010,MacGruber,"$10,000,000","$8,525,600","$8,629,895"
3815,07/18/2003,Dirty Pretty Things,"$10,000,000","$8,112,414","$14,156,753"
3816,03/14/2014,Bad Words,"$10,000,000","$7,779,614","$7,843,145"
3817,03/27/2015,While We're Young,"$10,000,000","$7,582,065","$17,503,828"
3818,02/01/2008,Over Her Dead Body,"$10,000,000","$7,570,127","$21,596,074"
3819,10/24/2001,Bones,"$10,000,000","$7,316,658","$8,378,853"
3820,06/22/2012,Seeking a Friend for the End of the World,"$10,000,000","$7,078,738","$11,766,959"
3821,12/01/2006,Turistas,"$10,000,000","$7,027,762","$14,321,070"
3822,03/17/2016,Shut In,"$10,000,000","$6,900,335","$11,360,665"
3823,02/11/2011,Cedar Rapids,"$10,000,000","$6,861,102","$7,862,131"
3824,11/29/2012,The Collection,"$10,000,000","$6,810,754","$8,890,094"
3825,08/08/2018,Dog Days,"$10,000,000","$6,809,080","$8,196,226"
3826,10/30/1998,American History X,"$10,000,000","$6,719,864","$6,719,864"
3827,08/16/2018,A.X.L.,"$10,000,000","$6,501,381","$8,259,753"
3828,01/16/2004,Teacher's Pet: The Movie,"$10,000,000","$6,491,969","$6,491,969"
3829,10/15/1999,The Straight Story,"$10,000,000","$6,197,866","$6,199,310"
3830,05/03/2002,Deuces Wild,"$10,000,000","$6,044,618","$6,244,618"
3831,03/28/2008,"Run, Fatboy, Run","$10,000,000","$6,003,262","$33,512,260"
3832,12/18/1981,Heartbeeps,"$10,000,000","$6,000,000","$6,000,000"
3833,03/20/2015,Danny Collins,"$10,000,000","$5,637,066","$8,465,845"
3834,07/04/2007,Rescue Dawn,"$10,000,000","$5,490,423","$7,037,886"
3835,12/28/2018,Stan & Ollie,"$10,000,000","$5,470,235","$29,062,674"
3836,04/05/2000,Black and White,"$10,000,000","$5,241,315","$5,241,315"
3837,06/18/2010,Io sono l’amore,"$10,000,000","$5,005,465","$15,121,528"
3838,10/18/2019,Jay and Silent Bob Reboot,"$10,000,000","$4,589,490","$4,710,507"
3839,08/09/2019,Brian Banks,"$10,000,000","$4,376,820","$4,376,820"
3840,10/26/2001,On the Line,"$10,000,000","$4,365,455","$4,690,802"
3841,06/15/2018,Gotti,"$10,000,000","$4,286,367","$6,601,992"
3842,03/16/2012,"Jeff, Who Lives at Home","$10,000,000","$4,269,426","$4,708,127"
3843,09/30/2016,Denial,"$10,000,000","$4,073,448","$9,263,940"
3844,03/11/2016,The Man Who Knew Infinity,"$10,000,000","$3,877,922","$12,382,122"
3845,10/14/2016,Max Steel,"$10,000,000","$3,818,664","$4,563,080"
3846,03/30/2016,Everybody Wants Some,"$10,000,000","$3,400,278","$5,437,126"
3847,10/04/1996,Crash,"$10,000,000","$3,357,324","$3,412,380"
3848,10/12/2012,Atlas Shrugged: Part II,"$10,000,000","$3,336,053","$3,336,053"
3849,02/04/1994,Romeo Is Bleeding,"$10,000,000","$3,275,585","$3,275,585"
3850,10/08/1999,The Limey,"$10,000,000","$3,193,102","$6,030,047"
3851,11/14/2014,Rosewater,"$10,000,000","$3,128,941","$3,185,717"
3852,12/22/2000,The House of Mirth,"$10,000,000","$3,041,803","$5,149,131"
3853,05/01/1987,Malone,"$10,000,000","$3,000,000","$3,000,000"
3854,06/02/2006,Peaceful Warrior,"$10,000,000","$2,893,666","$3,260,179"
3855,09/09/2011,Bucky Larson: Born to Be a Star,"$10,000,000","$2,529,395","$2,529,395"
3856,09/16/2016,Hillsong: Let Hope Rise,"$10,000,000","$2,394,725","$2,678,525"
3857,10/06/2000,Bamboozled,"$10,000,000","$2,185,266","$2,373,937"
3858,02/11/1981,Sphinx,"$10,000,000","$2,000,000","$11,400,000"
3859,05/03/2013,The Iceman,"$10,000,000","$1,930,282","$3,623,609"
3860,01/16/2015,Testament of Youth,"$10,000,000","$1,822,250","$6,646,669"
3861,03/31/2017,Free Fire,"$10,000,000","$1,799,322","$3,793,739"
3862,06/24/2011,A Better Life,"$10,000,000","$1,759,252","$1,884,251"
3863,02/28/2003,Spider,"$10,000,000","$1,641,788","$1,641,788"
3864,02/04/2000,Gun Shy,"$10,000,000","$1,638,202","$1,638,202"
3865,12/27/2002,Nicholas Nickleby,"$10,000,000","$1,562,800","$3,311,924"
3866,04/16/2010,The Joneses,"$10,000,000","$1,475,746","$3,541,565"
3867,06/23/2006,Krrish,"$10,000,000","$1,430,721","$32,430,721"
3868,06/29/2012,Killer Joe,"$10,000,000","$1,291,645","$4,659,110"
3869,03/30/2017,Churchill,"$10,000,000","$1,279,681","$7,582,196"
3870,08/11/2000,Cecil B. Demented,"$10,000,000","$1,276,984","$1,953,882"
3871,03/21/2014,50 to 1,"$10,000,000","$1,069,454","$1,069,454"
3872,05/02/2003,Owning Mahowny,"$10,000,000","$1,011,054","$1,147,871"
3873,10/19/2007,The Ten Commandments,"$10,000,000","$952,820","$1,051,907"
3874,09/07/2007,The Brothers Solomon,"$10,000,000","$900,926","$900,926"
3875,04/04/2008,My Blueberry Nights,"$10,000,000","$866,778","$22,198,996"
3876,08/06/1999,Illuminata,"$10,000,000","$836,641","$836,641"
3877,01/20/2012,Coriolanus,"$10,000,000","$749,641","$2,536,707"
3878,10/04/2013,Parkland,"$10,000,000","$641,439","$1,616,353"
3879,10/11/2002,Swept Away,"$10,000,000","$598,645","$611,032"
3880,05/23/2008,"War, Inc.","$10,000,000","$580,862","$1,299,855"
3881,04/02/2004,Shaolin Soccer,"$10,000,000","$488,872","$42,776,032"
3882,08/27/2004,The Brown Bunny,"$10,000,000","$366,301","$630,427"
3883,09/14/2007,King of California,"$10,000,000","$268,461","$1,165,102"
3884,10/24/1997,Rien ne va plus,"$10,000,000","$245,359","$5,045,359"
3885,08/14/1998,La femme de chambre du Titanic,"$10,000,000","$244,465","$244,465"
3886,12/17/2004,Imaginary Heroes,"$10,000,000","$228,524","$290,875"
3887,07/20/2001,High Heels and Low Lifes,"$10,000,000","$226,792","$2,151,098"
3888,08/21/2009,World's Greatest Dad,"$10,000,000","$221,805","$295,750"
3889,05/03/2013,"Cinco de Mayo, La Batalla","$10,000,000","$173,472","$173,472"
3890,10/29/2010,Welcome to the Rileys,"$10,000,000","$152,857","$355,919"
3891,09/09/2016,Kicks,"$10,000,000","$150,191","$150,191"
3892,10/09/2009,Free Style,"$10,000,000","$141,108","$721,108"
3893,06/01/2012,High School,"$10,000,000","$139,034","$248,133"
3894,05/18/2007,Severance,"$10,000,000","$137,221","$5,950,002"
3895,07/14/2006,Edmond,"$10,000,000","$131,719","$241,719"
3896,04/23/2010,Joheunnom nabbeunnom isanghannom,"$10,000,000","$128,486","$42,226,657"
3897,08/26/1994,Police Academy 7: Mission to Moscow,"$10,000,000","$126,247","$126,247"
3898,02/19/2010,Blood Done Sign My Name,"$10,000,000","$109,383","$109,383"
3899,02/19/2010,The Good Guy,"$10,000,000","$100,688","$106,460"
3900,10/23/2009,Motherhood,"$10,000,000","$93,388","$723,388"
3901,10/15/2004,Eulogy,"$10,000,000","$70,527","$91,201"
3902,11/07/2014,Elsa & Fred,"$10,000,000","$67,657","$197,901"
3903,03/18/2011,Alabama Moon,"$10,000,000","$47,305","$47,305"
3904,02/27/1998,An Alan Smithee Film: Burn Hollywood Burn,"$10,000,000","$45,779","$45,779"
3905,08/28/2009,The Open Road,"$10,000,000","$19,716","$19,716"
3906,06/11/2015,Strangerland,"$10,000,000","$17,472","$161,097"
3907,03/13/2015,Hross i oss,"$10,000,000","$11,894","$11,894"
3908,10/16/2009,Janky Promoters,"$10,000,000","$9,069","$9,069"
3909,12/21/2007,Blonde Ambition,"$10,000,000","$6,422","$1,537,479"
3910,08/06/2010,The Oxford Murders,"$10,000,000","$4,803","$17,704,131"
3911,07/25/2014,Barbecue,"$10,000,000",$388,"$247,565"
3912,12/27/2018,T-34,"$10,000,000",$0,"$39,526,616"
3913,12/31/2010,The Reef,"$10,000,000",$0,"$15,037,867"
3914,01/08/2008,White Noise 2: The Light,"$10,000,000",$0,"$8,243,567"
3915,11/07/2014,Jessabelle,"$10,000,000",$0,"$6,998,359"
3916,01/23/2015,American Heist,"$10,000,000",$0,"$2,341,218"
3917,10/08/2010,It's a Wonderful Afterlife,"$10,000,000",$0,"$1,642,939"
3918,06/21/2011,You Got Served: Beat The World,"$10,000,000",$0,"$1,230,542"
3919,08/21/2009,Fifty Dead Men Walking,"$10,000,000",$0,"$997,921"
3920,06/19/2014,Plastic,"$10,000,000",$0,"$575,371"
3921,05/12/2017,Message from the King,"$10,000,000",$0,"$391,845"
3922,02/07/2014,Nurse 3D,"$10,000,000",$0,"$379,584"
3923,03/10/2015,Jungle Shuffle,"$10,000,000",$0,"$360,898"
3924,10/28/2016,Ethel & Ernest,"$10,000,000",$0,"$200,447"
3925,09/22/2009,Adam Resurrected,"$10,000,000",$0,"$90,909"
3926,11/17/2017,Mudbound,"$10,000,000",$0,"$53,559"
3927,05/26/2009,The Devil's Tomb,"$10,000,000",$0,$0
3928,12/31/2009,Good Intentions,"$10,000,000",$0,$0
3929,02/02/2007,Partition,"$10,000,000",$0,$0
3930,04/13/2012,Detention,"$10,000,000",$0,$0
3931,05/19/2015,Grizzly,"$10,000,000",$0,$0
3932,01/19/2018,Step Sisters,"$10,000,000",$0,$0
3933,02/16/2018,Irreplaceable You,"$10,000,000",$0,$0
3934,01/07/2016,Friend Request,"$9,900,000","$3,759,078","$11,310,835"
3935,04/30/2010,Gunless,"$9,900,000","$458,054","$458,054"
3936,04/03/2009,Adventureland,"$9,800,000","$16,044,025","$17,553,055"
3937,09/20/2012,Amour,"$9,700,000","$6,738,954","$36,787,044"
3938,10/16/2015,Truth,"$9,600,000","$2,541,854","$6,842,580"
3939,04/28/2006,The Lost City,"$9,600,000","$2,484,186","$5,256,839"
3940,01/12/2000,Next Friday,"$9,500,000","$57,176,582","$59,675,307"
3941,06/13/1967,You Only Live Twice,"$9,500,000","$43,100,000","$111,600,000"
3942,06/10/1988,Poltergeist III,"$9,500,000","$14,114,000","$14,114,000"
3943,12/21/2016,Dangal,"$9,500,000","$12,391,761","$305,149,461"
3944,03/19/2010,The Runaways,"$9,500,000","$3,573,673","$5,278,632"
3945,10/30/2009,Gentlemen Broncos,"$9,500,000","$115,155","$119,955"
3946,12/31/2013,Re-Kill,"$9,500,000",$0,$0
3947,12/31/2017,When We First Met,"$9,500,000",$0,$0
3948,11/07/1963,It's a Mad Mad Mad Mad World,"$9,400,000","$46,300,000","$60,000,000"
3949,11/03/2006,Volver,"$9,400,000","$12,899,867","$87,226,613"
3950,11/11/2011,Melancholia,"$9,400,000","$3,030,848","$21,817,298"
3951,08/07/1981,Heavy Metal,"$9,300,000","$19,571,091","$19,571,091"
3952,08/21/2020,Words on Bathroom Walls,"$9,300,000","$2,542,518","$3,080,077"
3953,11/13/2012,Jab Tak Hai Jaan,"$9,200,000","$3,047,539","$5,806,666"
3954,12/29/1995,Richard III,"$9,200,000","$2,684,904","$4,199,334"
3955,05/21/2010,Kites,"$9,200,000","$1,685,269","$17,155,193"
3956,05/27/2016,Elle,"$9,100,000","$2,339,735","$16,517,708"
3957,12/31/2011,Red Dog,"$9,100,000",$0,"$20,927,794"
3958,06/01/2012,Mine Vaganti,"$9,100,000",$0,"$18,872,126"
3959,10/11/2012,Zarafa,"$9,100,000",$0,"$14,709,816"
3960,01/18/2017,Split,"$9,000,000","$138,141,585","$278,754,594"
3961,10/17/2003,The Texas Chainsaw Massacre,"$9,000,000","$80,571,655","$107,967,319"
3962,01/01/1971,Fiddler on the Roof,"$9,000,000","$80,500,000","$80,501,127"
3963,07/16/2014,The Purge: Anarchy,"$9,000,000","$71,562,550","$111,534,881"
3964,12/29/1965,Thunderball,"$9,000,000","$63,600,000","$141,200,000"
3965,01/02/2019,Escape Room,"$9,000,000","$57,000,756","$155,313,078"
3966,04/17/2019,The Curse of La Llorona,"$9,000,000","$54,733,739","$121,661,395"
3967,05/30/2008,The Strangers,"$9,000,000","$52,597,610","$83,051,676"
3968,11/06/1996,Set It Off,"$9,000,000","$36,049,108","$36,049,108"
3969,10/20/2016,Ouija: Origin of Evil,"$9,000,000","$35,144,505","$81,831,866"
3970,10/22/1999,The Best Man,"$9,000,000","$34,102,780","$34,572,780"
3971,11/09/1988,Child's Play,"$9,000,000","$33,244,684","$44,196,684"
3972,02/13/2019,Happy Death Day 2U,"$9,000,000","$28,148,130","$64,686,515"
3973,07/03/2019,Midsommar,"$9,000,000","$27,426,363","$46,843,430"
3974,06/22/2007,Sicko,"$9,000,000","$24,538,513","$36,535,837"
3975,01/30/2015,Black or White,"$9,000,000","$21,571,189","$21,971,021"
3976,01/21/2000,Down to You,"$9,000,000","$20,035,310","$20,035,310"
3977,07/30/2004,Harold & Kumar Go to White Castle,"$9,000,000","$18,225,165","$19,474,552"
3978,10/13/2000,The Contender,"$9,000,000","$17,804,273","$17,804,273"
3979,02/18/2000,Boiler Room,"$9,000,000","$16,963,963","$28,773,637"
3980,12/05/2006,Black Christmas,"$9,000,000","$16,235,738","$16,235,738"
3981,11/18/2016,The Edge of Seventeen,"$9,000,000","$14,431,633","$19,096,003"
3982,12/02/2016,Jackie,"$9,000,000","$13,960,394","$36,588,512"
3983,03/16/1984,The Ice Pirates,"$9,000,000","$13,075,390","$13,075,390"
3984,05/14/2004,Breakin' All the Rules,"$9,000,000","$12,232,382","$12,512,317"
3985,08/12/2011,Glee: The 3D Concert Movie,"$9,000,000","$11,862,398","$17,462,398"
3986,10/29/2020,Come Play,"$9,000,000","$10,475,990","$11,127,223"
3987,11/08/1989,Henry V,"$9,000,000","$10,161,099","$10,176,701"
3988,11/04/2016,Loving,"$9,000,000","$7,710,234","$12,898,064"
3989,11/28/2007,The Savages,"$9,000,000","$6,623,082","$10,642,023"
3990,04/16/2003,Chasing Papi,"$9,000,000","$6,126,237","$12,657,377"
3991,09/08/2000,The Way of the Gun,"$9,000,000","$6,047,856","$13,061,935"
3992,05/17/2019,The Sun is Also a Star,"$9,000,000","$4,950,029","$5,680,796"
3993,08/22/2008,Hamlet 2,"$9,000,000","$4,886,216","$4,934,104"
3994,09/13/2002,Igby Goes Down,"$9,000,000","$4,777,465","$5,512,151"
3995,04/29/1994,PCU,"$9,000,000","$4,333,569","$4,333,569"
3996,03/09/2007,The Ultimate Gift,"$9,000,000","$3,438,735","$3,438,735"
3997,09/29/2000,Beautiful,"$9,000,000","$3,134,509","$3,134,509"
3998,06/01/2007,Gracie,"$9,000,000","$2,956,339","$3,922,043"
3999,08/09/2012,The Sapphires,"$9,000,000","$2,450,867","$20,395,040"
4000,08/26/2016,Greater,"$9,000,000","$2,000,093","$2,000,093"
4001,12/25/2018,Destroyer,"$9,000,000","$1,533,324","$5,865,489"
4002,08/18/2006,Trust the Man,"$9,000,000","$1,530,535","$2,548,378"
4003,08/26/2005,Undiscovered,"$9,000,000","$1,069,318","$1,069,318"
4004,11/06/1998,Velvet Goldmine,"$9,000,000","$1,053,788","$4,313,644"
4005,05/14/2010,Princess Kaiulani,"$9,000,000","$883,887","$883,887"
4006,06/20/2003,The Legend of Suriyothai,"$9,000,000","$454,255","$461,581"
4007,10/25/1991,Due occhi diabolici,"$9,000,000","$349,618","$349,618"
4008,08/26/2015,Dheepan,"$9,000,000","$248,795","$7,704,357"
4009,01/22/2010,La fille du RER,"$9,000,000","$208,163","$208,163"
4010,10/25/2002,All or Nothing,"$9,000,000","$184,255","$184,255"
4011,02/05/2010,Red Riding: The Year of Our Lord 1974,"$9,000,000","$148,826","$148,826"
4012,07/31/2009,Flammen og Citronen,"$9,000,000","$148,089","$1,635,241"
4013,04/02/2010,Leaves of Grass,"$9,000,000","$70,066","$85,527"
4014,11/22/2006,Opal Dream,"$9,000,000","$14,443","$14,443"
4015,05/08/2015,Skin Trade,"$9,000,000","$1,242","$1,242"
4016,04/17/2013,Les gamins,"$9,000,000",$0,"$15,660,664"
4017,06/17/2014,Beneath Hill 60,"$9,000,000",$0,"$3,440,939"
4018,09/13/2012,Veronika Decides to Die,"$9,000,000",$0,"$2,243"
4019,10/10/1968,Barbarella,"$9,000,000",$0,$0
4020,02/01/2013,A Haunting in Connecticut 2: The Ghosts of Georgia,"$9,000,000",$0,$0
4021,05/18/2012,Polisse,"$8,900,000","$176,988","$22,744,132"
4022,11/12/2015,Heist,"$8,900,000","$50,136","$3,324,131"
4023,02/26/2011,Ultramarines,"$8,900,000",$0,$0
4024,09/26/1986,Crocodile Dundee,"$8,800,000","$174,803,506","$328,203,506"
4025,09/02/2016,Dofus - Livre 1: Julith,"$8,800,000",$0,"$624,747"
4026,12/31/2004,The I Inside,"$8,800,000",$0,$0
4027,11/30/2007,Awake,"$8,600,000","$14,373,825","$32,968,648"
4028,11/27/2019,Marriage Story,"$8,600,000",$0,"$320,349"
4029,04/02/1976,All the President’s Men,"$8,500,000","$51,048,435","$51,048,435"
4030,11/17/2016,Manchester by the Sea,"$8,500,000","$47,695,371","$77,733,867"
4031,12/16/2009,Crazy Heart,"$8,500,000","$39,471,742","$47,417,251"
4032,08/15/2008,Star Wars: The Clone Wars,"$8,500,000","$35,161,554","$68,695,443"
4033,02/20/2015,The DUFF,"$8,500,000","$34,030,343","$43,528,634"
4034,10/31/2014,Nightcrawler,"$8,500,000","$32,381,218","$50,334,418"
4035,07/31/1987,The Lost Boys,"$8,500,000","$32,222,567","$32,396,366"
4036,12/14/2018,Dragon Ball Super: Broly,"$8,500,000","$30,376,755","$122,747,755"
4037,11/07/1979,The Rose,"$8,500,000","$29,200,000","$29,200,000"
4038,09/27/2013,Baggage Claim,"$8,500,000","$21,569,509","$22,885,836"
4039,10/07/2016,Middle School: The Worst Years of My Life,"$8,500,000","$20,007,149","$23,311,293"
4040,03/01/1991,Haakon Haakonsen,"$8,500,000","$15,024,232","$15,024,232"
4041,04/23/1999,Election,"$8,500,000","$14,943,582","$17,202,854"
4042,03/09/2007,The Namesake,"$8,500,000","$13,610,521","$20,288,774"
4043,10/18/2013,All is Lost,"$8,500,000","$6,263,670","$10,386,814"
4044,02/27/2004,Club Dread,"$8,500,000","$5,001,655","$7,573,551"
4045,09/17/2009,Bright Star,"$8,500,000","$4,444,637","$17,220,091"
4046,09/21/2001,Glitter,"$8,500,000","$4,273,372","$4,273,372"
4047,06/04/2014,The Rover,"$8,500,000","$1,109,199","$3,180,252"
4048,04/23/2004,Silmido,"$8,500,000","$298,347","$30,298,347"
4049,11/07/2008,Repo! The Genetic Opera,"$8,500,000","$140,244","$198,883"
4050,10/20/2017,Posledniy bogatyr,"$8,500,000",$0,"$30,700,192"
4051,02/19/2016,A.C.O.R.N.S.: Operation Crackdown,"$8,500,000",$0,"$1,353,287"
4052,02/12/2010,My Name is Khan,"$8,470,000","$4,046,336","$42,355,526"
4053,03/23/2007,Namastey London,"$8,400,000","$1,207,007","$6,831,069"
4054,05/31/2013,Yeh Jawaani Hai Deewani,"$8,300,000","$3,827,466","$50,827,466"
4055,06/04/1999,Limbo,"$8,300,000","$2,160,710","$2,598,224"
4056,03/16/2007,The Wind That Shakes the Barley,"$8,300,000","$1,829,142","$25,670,174"
4057,04/16/2010,The City of Your Final Destination,"$8,300,000","$493,296","$1,353,296"
4058,11/24/2006,Kurtlar vadisi - Irak,"$8,300,000",$0,"$24,906,717"
4059,02/23/1951,Quo Vadis?,"$8,250,000","$30,000,000","$30,028,983"
4060,01/01/1965,The Sound of Music,"$8,200,000","$163,214,286","$286,214,195"
4061,02/17/1984,Footloose,"$8,200,000","$80,000,000","$80,007,954"
4062,12/31/2009,Neuilly Sa Mère,"$8,200,000",$0,"$19,637,575"
4063,09/10/1994,Pulp Fiction,"$8,000,000","$107,928,762","$212,894,343"
4064,06/22/1984,The Karate Kid,"$8,000,000","$90,815,558","$90,857,623"
4065,06/22/1979,The Muppet Movie,"$8,000,000","$76,657,000","$76,657,000"
4066,03/09/1984,Splash,"$8,000,000","$62,599,495","$62,599,495"
4067,07/26/2006,Little Miss Sunshine,"$8,000,000","$59,891,098","$100,642,353"
4068,09/17/2010,Easy A,"$8,000,000","$58,401,464","$76,200,721"
4069,08/08/1986,Stand by Me,"$8,000,000","$52,287,414","$52,287,766"
4070,06/27/2003,28 Days Later…,"$8,000,000","$45,064,915","$82,955,633"
4071,06/22/1979,Escape from Alcatraz,"$8,000,000","$43,000,000","$43,000,000"
